"duration","credit","rate","residence","age","nocredit","liable","TNM_check_status","TNM_history","TNM_purpose","TNM_bonds","TNM_jobex","TNM_s_status","TNM_guarantor","TNM_property","TNM_install","TNM_house","TNM_job","TNM_ph","TNM_nri","R01_credibility"
12,902,4,4,21,1,1,1,3,9,1,4,4,1,2,3,1,3,1,1,1
6,1750,2,4,45,1,2,4,2,5,3,5,3,1,2,1,2,2,1,1,0
9,1138,4,4,25,2,1,1,5,5,1,3,3,1,1,3,2,2,1,1,0
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
21,1188,2,4,39,1,2,2,3,10,1,5,2,1,2,3,2,3,1,1,1
12,697,4,2,46,2,1,1,2,1,1,2,3,1,3,1,2,3,2,1,1
12,697,4,2,46,2,1,1,2,1,1,2,3,1,3,1,2,3,2,1,1
15,4623,3,2,40,1,1,4,3,8,2,3,3,1,2,3,2,4,2,1,1
16,1175,2,3,68,3,1,2,5,1,1,1,3,1,3,3,3,1,2,1,0
18,1239,4,4,61,1,1,2,3,8,5,3,3,1,4,3,3,3,1,1,0
6,1323,2,4,28,2,2,3,5,1,2,5,1,1,3,3,2,3,2,1,0
36,9572,1,1,28,2,1,4,4,10,1,2,1,1,3,3,2,3,1,1,1
36,9572,1,1,28,2,1,4,4,10,1,2,1,1,3,3,2,3,1,1,1
27,2528,4,1,32,1,2,2,3,10,1,2,2,1,2,3,2,3,2,1,0
6,368,4,4,38,1,1,2,3,5,5,5,3,1,2,3,2,3,1,1,0
15,3556,3,2,29,1,1,4,3,1,5,3,3,1,4,3,2,3,1,1,0
20,3485,2,4,44,2,1,4,5,1,5,2,1,1,1,3,2,3,2,1,0
18,1131,4,2,33,1,1,1,3,4,1,1,2,1,3,3,2,3,1,1,1
18,1131,4,2,33,1,1,1,3,4,1,1,2,1,3,3,2,3,1,1,1
10,1546,3,2,31,1,2,4,3,1,1,3,3,1,1,3,2,2,1,2,0
20,6468,1,4,60,1,1,2,3,2,5,1,1,1,1,3,2,4,2,1,0
24,1603,4,4,55,1,1,1,3,5,1,5,2,1,3,3,2,3,1,1,0
12,3077,2,4,52,1,1,4,3,5,1,3,3,1,3,3,2,3,2,1,0
18,4380,3,4,35,1,2,1,3,1,2,3,3,1,3,3,2,2,2,1,0
6,484,3,3,28,1,1,2,3,5,1,4,4,3,1,1,2,2,1,1,0
36,7855,4,2,25,2,1,4,5,1,1,3,2,1,1,2,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
27,3915,4,2,36,1,2,2,3,10,1,3,3,1,3,3,2,3,2,1,1
18,1453,3,1,26,1,1,4,3,5,1,2,2,1,1,3,2,3,1,1,0
36,6887,4,3,29,1,1,1,4,8,1,3,3,1,2,2,2,3,2,1,1
36,6887,4,3,29,1,1,1,4,8,1,3,3,1,2,2,2,3,2,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
45,4746,4,2,25,2,1,2,5,5,1,2,3,1,2,3,2,2,1,1,1
24,1747,4,1,24,1,1,1,3,4,1,2,3,2,2,3,2,2,1,2,0
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,915,4,2,29,1,1,1,3,1,5,5,2,1,3,1,2,3,1,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
24,1935,4,4,31,2,1,2,5,10,1,5,1,1,1,3,2,3,2,1,1
18,2249,4,3,30,1,2,1,3,1,2,4,3,1,3,3,2,4,2,1,0
12,3017,3,1,34,1,1,2,3,4,1,2,2,1,1,3,1,4,1,1,0
18,3966,1,4,33,3,1,1,5,1,1,5,2,1,1,1,1,3,2,1,1
18,3966,1,4,33,3,1,1,5,1,1,5,2,1,1,1,1,3,2,1,1
48,12169,4,4,36,1,1,2,2,1,5,1,3,2,4,3,3,4,2,1,0
6,590,3,3,26,1,1,2,3,5,1,2,4,1,1,3,2,2,1,2,0
12,682,4,3,51,2,1,4,5,1,2,4,2,1,3,3,2,3,2,1,0
48,8858,2,1,35,2,1,4,5,2,5,4,3,1,4,3,3,3,2,1,0
21,2319,2,1,33,1,1,3,5,8,1,2,1,1,3,3,1,3,1,1,1
21,2319,2,1,33,1,1,3,5,8,1,2,1,1,3,3,1,3,1,1,1
24,2872,3,4,36,1,2,4,5,5,2,5,3,1,1,3,2,3,2,1,0
8,1414,4,2,33,1,1,2,3,5,1,3,3,3,1,3,2,3,1,2,0
6,1352,1,2,23,1,1,1,3,2,3,1,2,1,2,3,1,1,2,1,0
24,1987,2,4,21,1,2,1,3,5,1,3,3,1,1,3,1,2,1,1,1
24,1987,2,4,21,1,2,1,3,5,1,3,3,1,1,3,1,2,1,1,1
24,6313,3,4,41,1,2,4,3,2,5,5,3,1,3,3,2,4,2,1,0
9,1082,4,4,27,2,1,2,3,5,1,5,3,1,3,3,2,2,1,1,0
12,3651,1,3,31,1,2,1,3,1,4,3,3,1,2,3,2,3,1,1,0
60,10366,2,4,42,1,1,4,3,1,1,5,3,1,2,3,2,4,2,1,0
12,1493,4,3,34,1,2,4,3,5,1,2,2,1,3,3,2,3,1,1,0
24,9277,2,4,48,1,1,4,3,2,5,3,1,1,4,3,3,3,2,1,0
15,1433,4,3,25,2,1,1,5,4,1,3,2,1,2,3,1,3,1,1,0
15,1829,4,4,46,2,1,4,5,5,1,5,3,1,3,3,2,3,2,1,0
36,2712,2,2,41,1,2,1,3,4,1,5,3,1,2,1,2,3,1,1,1
24,1249,4,2,28,1,1,4,3,1,1,2,4,1,1,3,2,3,1,1,0
15,1316,2,2,47,2,1,4,5,5,3,3,4,1,2,3,2,2,1,1,0
24,6419,2,4,44,2,2,1,5,2,1,5,2,1,4,3,3,4,2,1,0
6,1343,1,4,46,2,2,3,5,1,1,5,3,1,1,3,2,3,1,2,0
11,7228,1,4,39,2,1,4,5,1,1,3,3,1,2,3,2,2,1,1,0
30,8072,2,3,25,3,1,1,1,10,5,2,3,1,3,1,2,3,1,1,0
24,2684,4,2,35,2,1,4,5,5,1,3,3,1,1,3,2,2,1,1,0
12,976,4,4,35,2,1,4,5,5,5,5,3,1,3,3,2,3,1,1,0
18,1820,2,2,30,1,1,4,3,1,1,3,4,1,2,3,2,4,2,1,0
24,1024,4,4,48,1,1,1,4,5,1,2,4,1,1,2,2,3,1,1,1
24,1024,4,4,48,1,1,1,4,5,1,2,4,1,1,2,2,3,1,1,1
24,1024,4,4,48,1,1,1,4,5,1,2,4,1,1,2,2,3,1,1,1
6,1050,4,1,35,2,1,2,4,4,1,1,3,1,2,2,2,4,2,1,0
6,932,3,2,24,1,1,4,4,5,1,3,2,1,1,3,2,3,1,1,0
48,3566,4,2,30,1,1,2,2,10,2,4,3,1,3,3,2,3,1,1,0
36,9629,4,4,24,2,1,1,5,2,1,4,3,1,3,3,2,3,2,1,1
36,9629,4,4,24,2,1,1,5,2,1,4,3,1,3,3,2,3,2,1,1
36,9629,4,4,24,2,1,1,5,2,1,4,3,1,3,3,2,3,2,1,1
36,9629,4,4,24,2,1,1,5,2,1,4,3,1,3,3,2,3,2,1,1
6,3518,2,3,26,1,1,4,3,1,1,3,3,3,2,3,1,3,1,1,0
24,5152,4,2,25,1,1,3,3,5,1,4,3,1,3,1,2,3,1,1,0
15,3568,4,2,54,1,1,4,3,5,1,5,2,1,3,1,1,4,2,1,0
18,2775,2,2,31,2,1,4,5,1,1,4,3,1,2,1,2,3,1,1,1
12,1768,3,2,24,1,1,4,3,4,1,3,3,1,1,3,1,2,1,1,0
28,7824,3,4,40,2,2,4,2,2,5,2,3,3,1,1,1,3,2,1,0
47,10722,1,1,35,1,1,1,3,1,1,2,2,1,1,3,2,2,2,1,0
36,8133,1,2,30,1,1,4,3,2,1,3,2,1,2,1,2,3,1,1,0
12,2096,2,3,49,1,2,4,5,8,1,4,3,1,1,3,2,2,1,1,0
10,1347,4,2,27,2,1,3,5,5,5,4,3,1,2,3,2,3,2,1,0
12,1922,4,2,37,1,1,2,3,4,1,3,3,1,2,3,2,2,1,1,1
48,12204,2,2,48,1,1,2,1,10,5,3,3,1,3,1,2,4,2,1,0
40,5998,4,3,27,1,1,1,5,8,1,3,3,1,4,1,2,3,2,1,1
40,5998,4,3,27,1,1,1,5,8,1,3,3,1,4,1,2,3,2,1,1
24,5433,2,4,26,1,1,4,3,2,5,1,2,1,2,3,1,4,2,1,0
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
24,1546,4,4,24,1,1,1,2,5,1,4,3,3,3,1,1,2,1,1,1
12,5801,2,4,49,1,1,4,5,4,5,5,3,1,2,3,1,3,2,1,0
9,1422,3,2,27,1,1,1,3,1,1,2,3,1,4,3,3,4,2,1,1
9,1422,3,2,27,1,1,1,3,1,1,2,3,1,4,3,3,4,2,1,1
6,448,4,4,23,1,1,1,3,8,1,2,2,1,2,3,2,3,1,1,1
21,2476,4,4,46,1,1,4,3,2,5,5,3,1,1,3,2,4,2,1,0
36,5371,3,2,28,2,1,1,5,4,1,3,3,3,2,3,2,3,1,1,0
15,2221,2,4,20,1,1,4,3,4,3,3,2,1,3,3,1,3,1,1,0
12,3059,2,4,61,1,1,4,3,5,4,4,1,1,1,3,2,2,1,1,0
18,750,4,1,27,1,1,1,3,8,1,1,2,1,1,3,2,1,1,1,1
15,3368,3,4,23,2,1,4,5,2,4,5,3,1,4,3,1,3,2,1,0
12,609,4,1,26,1,1,3,2,10,1,2,2,1,1,3,2,1,1,1,1
12,609,4,1,26,1,1,3,2,10,1,2,2,1,1,3,2,1,1,1,1
12,2133,4,4,52,1,1,4,3,1,5,5,2,1,4,3,3,4,2,1,0
18,3422,4,4,47,3,2,4,3,4,1,5,3,1,2,1,2,3,2,1,0
12,1935,4,4,43,3,1,4,5,4,1,5,3,1,1,3,2,3,2,1,0
6,2108,2,2,29,1,1,4,3,5,1,4,4,1,1,3,1,3,1,1,0
12,1542,2,4,36,1,1,4,3,10,1,4,3,1,3,3,2,3,2,1,0
24,1246,4,2,23,1,1,2,3,1,1,2,3,1,1,2,2,2,1,1,1
24,1246,4,2,23,1,1,2,3,1,1,2,3,1,1,2,2,2,1,1,1
24,1246,4,2,23,1,1,2,3,1,1,2,3,1,1,2,2,2,1,1,1
24,1246,4,2,23,1,1,2,3,1,1,2,3,1,1,2,2,2,1,1,1
24,3105,4,2,25,2,1,4,3,5,5,2,3,1,3,3,2,3,1,1,0
9,959,1,2,29,1,1,2,3,4,1,3,2,1,3,3,2,3,1,2,1
9,959,1,2,29,1,1,2,3,4,1,3,2,1,3,3,2,3,1,2,1
9,959,1,2,29,1,1,2,3,4,1,3,2,1,3,3,2,3,1,2,1
21,571,4,4,65,2,1,1,5,1,1,5,3,1,1,3,2,3,1,1,0
12,1413,3,2,55,1,1,4,3,2,4,4,3,1,2,3,2,3,1,2,0
24,1553,3,2,23,2,1,2,4,5,2,4,2,1,2,3,1,3,2,1,0
54,15945,3,4,58,1,1,2,1,10,1,2,3,1,4,3,1,3,2,1,1
21,3763,2,2,24,1,1,1,3,1,5,4,3,2,1,3,2,2,1,2,0
36,3804,4,1,42,1,1,2,1,5,1,3,2,1,3,3,2,3,2,1,1
36,3804,4,1,42,1,1,2,1,5,1,3,2,1,3,3,2,3,2,1,1
36,3804,4,1,42,1,1,2,1,5,1,3,2,1,3,3,2,3,2,1,1
36,3804,4,1,42,1,1,2,1,5,1,3,2,1,3,3,2,3,2,1,1
36,9055,2,4,35,1,2,4,3,8,5,3,3,1,4,3,3,2,2,1,0
9,936,4,2,52,2,1,4,5,8,3,5,3,1,3,3,2,3,2,1,0
12,1555,4,4,55,2,2,4,4,7,4,5,3,1,4,3,3,3,1,1,1
12,1555,4,4,55,2,2,4,4,7,4,5,3,1,4,3,3,3,1,1,1
10,2901,1,4,31,1,1,4,3,2,5,2,2,1,1,3,1,3,1,1,0
20,2212,4,4,39,1,1,1,3,4,5,4,3,1,3,3,2,3,2,1,0
6,362,4,4,52,2,1,4,5,1,2,3,2,1,3,3,2,2,1,1,0
48,3578,4,1,47,1,1,4,5,5,5,5,3,1,1,3,2,3,2,1,0
15,1520,4,4,63,1,1,4,5,4,5,5,3,1,2,3,2,3,1,1,0
24,3757,4,4,62,1,1,4,3,1,1,5,2,2,4,3,3,3,2,1,0
9,1364,3,4,59,1,1,1,3,5,1,4,3,1,1,3,2,3,1,1,0
36,9566,2,2,31,2,1,4,5,5,1,3,2,1,3,2,2,3,1,1,0
12,2214,4,3,24,1,1,1,3,5,1,3,3,1,2,3,2,2,1,1,0
18,2238,2,1,25,2,1,4,5,5,1,3,2,1,3,3,2,3,1,1,0
18,1301,4,2,32,1,1,2,3,5,1,5,4,3,1,3,2,2,1,1,0
24,929,4,2,31,1,1,4,3,4,5,4,3,1,3,2,2,3,2,1,0
12,1498,4,1,23,1,1,1,3,5,1,3,2,1,3,1,2,3,1,1,0
33,4281,1,4,23,2,1,1,5,4,3,3,2,1,3,3,2,3,1,1,1
33,4281,1,4,23,2,1,1,5,4,3,3,2,1,3,3,2,3,1,1,1
33,4281,1,4,23,2,1,1,5,4,3,3,2,1,3,3,2,3,1,1,1
21,1602,4,3,30,2,1,1,5,1,1,5,4,1,3,3,2,3,2,1,0
18,2320,2,3,34,2,1,4,4,5,1,1,4,1,1,3,2,3,1,1,0
18,2462,2,2,22,1,1,1,3,4,1,3,3,1,3,3,2,3,1,1,1
18,2462,2,2,22,1,1,1,3,4,1,3,3,1,3,3,2,3,1,1,1
18,2462,2,2,22,1,1,1,3,4,1,3,3,1,3,3,2,3,1,1,1
7,2329,1,1,45,1,1,2,3,5,1,2,2,3,1,3,2,3,1,1,0
9,1549,4,2,35,1,1,2,3,1,5,2,3,1,1,3,2,1,1,1,0
42,6289,2,1,33,2,1,3,1,10,1,2,1,1,2,3,2,3,1,1,0
9,1199,4,4,67,2,1,2,3,8,1,4,2,1,2,3,2,4,2,1,0
42,7882,2,4,45,1,2,1,3,4,1,4,3,3,2,3,3,3,1,1,0
18,1169,4,3,29,2,1,4,5,5,5,3,3,1,2,3,2,3,2,1,0
12,1526,4,4,66,2,1,1,5,2,1,5,3,1,4,3,3,4,1,1,0
20,4272,1,4,24,2,1,1,5,4,1,5,2,1,2,3,2,3,1,1,0
24,1940,4,4,60,1,1,4,5,1,4,5,3,1,1,3,2,3,2,1,0
48,9960,1,2,26,1,1,2,3,4,1,2,2,1,3,3,2,3,2,1,1
48,9960,1,2,26,1,1,2,3,4,1,2,2,1,3,3,2,3,2,1,1
48,9960,1,2,26,1,1,2,3,4,1,2,2,1,3,3,2,3,2,1,1
48,9960,1,2,26,1,1,2,3,4,1,2,2,1,3,3,2,3,2,1,1
20,2629,2,3,29,2,1,2,4,3,1,3,3,1,3,1,2,3,2,1,0
42,5954,2,1,41,2,1,2,5,10,1,4,2,1,1,1,2,2,1,1,0
18,7374,4,4,40,2,1,2,5,4,1,1,3,1,2,2,2,4,2,1,0
8,907,3,2,26,1,1,2,3,10,1,2,4,1,1,3,2,3,2,1,0
6,1203,3,2,43,1,1,1,3,1,2,5,3,1,2,3,2,3,2,1,0
48,11590,2,4,24,2,1,4,5,2,2,3,2,1,3,1,1,2,1,1,1
48,11590,2,4,24,2,1,4,5,2,2,3,2,1,3,1,1,2,1,1,1
48,11590,2,4,24,2,1,4,5,2,2,3,2,1,3,1,1,2,1,1,1
48,11590,2,4,24,2,1,4,5,2,2,3,2,1,3,1,1,2,1,1,1
15,1403,2,4,28,1,1,1,3,1,1,3,2,1,3,3,1,3,1,1,0
36,7127,2,4,23,2,1,4,5,4,1,2,2,1,2,3,1,3,2,1,1
36,7127,2,4,23,2,1,4,5,4,1,2,2,1,2,3,1,3,2,1,1
36,7127,2,4,23,2,1,4,5,4,1,2,2,1,2,3,1,3,2,1,1
18,3049,1,1,45,1,1,3,3,4,1,2,2,1,2,2,2,2,1,1,0
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
18,433,3,4,22,1,1,4,3,5,1,1,2,2,1,3,1,3,1,1,1
9,1224,3,1,30,2,1,4,5,1,1,3,3,1,1,3,2,3,1,1,0
24,3021,2,2,24,1,1,1,3,4,1,3,1,1,1,3,1,2,1,1,0
36,12612,1,4,47,1,2,2,3,8,2,3,3,1,4,3,3,3,2,1,1
36,12612,1,4,47,1,2,2,3,8,2,3,3,1,4,3,3,3,2,1,1
12,618,4,4,56,1,1,4,5,5,1,5,3,1,1,3,2,3,1,1,0
12,1655,2,4,63,2,1,4,5,5,1,5,3,1,1,3,2,2,2,1,0
12,3399,2,3,37,1,1,3,3,5,5,5,3,1,3,3,2,4,1,1,0
18,1880,4,1,32,2,1,1,5,5,1,4,4,1,2,3,2,4,2,1,0
7,730,4,2,46,2,1,4,5,5,5,5,3,1,2,3,1,2,2,1,0
21,2580,4,2,41,1,2,4,4,10,3,2,3,1,1,1,2,2,1,1,1
21,2580,4,2,41,1,2,4,4,10,3,2,3,1,1,1,2,2,1,1,1
21,2580,4,2,41,1,2,4,4,10,3,2,3,1,1,1,2,2,1,1,1
21,2580,4,2,41,1,2,4,4,10,3,2,3,1,1,1,2,2,1,1,1
48,8358,1,1,30,2,1,2,1,1,3,2,2,1,3,3,2,3,1,1,0
11,1577,4,1,20,1,1,2,3,4,4,2,2,1,1,3,2,3,1,1,0
6,783,1,2,26,1,2,4,2,1,5,3,3,3,1,2,2,2,1,1,0
15,1512,3,3,61,2,1,2,4,7,4,3,4,1,2,2,2,3,1,1,1
15,1512,3,3,61,2,1,2,4,7,4,3,4,1,2,2,2,3,1,1,1
15,1512,3,3,61,2,1,2,4,7,4,3,4,1,2,2,2,3,1,1,1
15,1512,3,3,61,2,1,2,4,7,4,3,4,1,2,2,2,3,1,1,1
15,1512,3,3,61,2,1,2,4,7,4,3,4,1,2,2,2,3,1,1,1
36,6948,2,2,35,1,1,2,3,2,1,3,3,1,3,3,1,4,2,1,0
15,1360,4,2,31,2,1,4,5,5,1,3,3,1,2,3,2,3,1,1,0
12,3499,3,2,29,2,1,1,5,1,1,3,2,2,1,3,2,3,1,1,1
15,2788,2,3,24,2,1,4,5,4,1,4,2,2,3,1,2,3,1,1,0
24,2325,2,3,32,1,1,1,2,1,2,4,3,1,3,1,2,3,1,1,0
12,1082,4,4,48,2,1,1,1,1,1,3,3,1,3,1,2,3,1,1,1
24,3430,3,2,31,1,2,4,3,5,3,5,3,1,3,3,2,3,2,1,0
24,2896,2,1,29,1,1,2,3,5,2,2,3,1,3,3,2,3,1,1,0
36,2820,4,4,27,2,1,2,5,1,1,2,1,1,3,3,2,3,1,1,1
24,3512,2,3,38,2,1,2,3,1,2,4,3,1,3,1,2,3,2,1,0
6,6761,1,3,45,2,2,4,5,1,1,4,3,1,4,3,2,4,2,1,0
48,5381,3,4,40,1,1,2,3,3,5,1,3,1,4,1,3,1,2,1,0
6,2063,4,3,30,1,1,2,3,5,1,2,4,1,3,3,1,4,2,1,0
24,1193,1,4,29,2,1,1,2,1,1,1,2,2,4,3,1,1,1,1,1
18,2389,4,1,27,1,1,1,3,5,1,2,2,1,3,2,2,3,1,1,0
12,717,4,4,52,3,1,4,5,5,1,5,3,1,1,3,2,3,1,1,0
15,1053,4,2,27,1,1,1,3,5,1,2,4,1,1,3,2,3,1,2,0
18,1864,4,2,30,2,1,4,5,8,2,3,2,1,1,3,2,3,1,1,1
18,1864,4,2,30,2,1,4,5,8,2,3,2,1,1,3,2,3,1,1,1
18,1864,4,2,30,2,1,4,5,8,2,3,2,1,1,3,2,3,1,1,1
18,1864,4,2,30,2,1,4,5,8,2,3,2,1,1,3,2,3,1,1,1
15,1444,4,1,23,1,1,2,3,5,5,2,3,1,2,3,2,3,1,1,0
48,3979,4,1,41,2,2,2,3,5,5,4,3,1,3,3,2,3,2,1,0
10,1418,3,2,35,1,1,4,3,1,2,3,3,1,1,3,1,2,1,2,0
30,5954,3,2,38,1,1,4,5,5,1,4,3,2,3,3,2,3,1,1,0
28,4006,3,2,45,1,1,1,3,1,1,3,3,1,3,3,2,2,1,1,1
28,4006,3,2,45,1,1,1,3,1,1,3,3,1,3,3,2,2,1,1,1
24,1216,4,4,38,2,2,2,5,5,2,2,3,1,4,1,2,3,1,1,1
24,1216,4,4,38,2,2,2,5,5,2,2,3,1,4,1,2,3,1,1,1
24,1258,4,1,25,1,1,4,3,10,1,4,3,1,1,3,2,3,2,1,0
6,426,4,4,39,1,1,4,1,5,1,5,4,1,3,3,2,2,1,1,0
36,7980,4,4,27,2,1,4,4,10,5,2,3,1,3,3,1,3,2,1,1
36,7980,4,4,27,2,1,4,4,10,5,2,3,1,3,3,1,3,2,1,1
36,7980,4,4,27,2,1,4,4,10,5,2,3,1,3,3,1,3,2,1,1
12,1163,4,4,44,1,1,4,5,1,3,3,3,1,1,3,2,3,2,1,0
36,3249,2,4,39,1,2,1,3,1,1,4,3,1,4,1,3,4,2,1,0
18,2051,4,1,33,1,1,4,3,5,1,2,3,1,1,3,2,3,1,1,0
15,1308,4,4,38,2,1,2,3,7,1,5,3,1,3,3,2,2,1,1,0
12,1255,4,4,61,2,1,4,5,1,1,5,3,1,1,3,2,2,1,1,0
24,1287,4,4,37,2,1,4,5,1,4,5,2,1,1,3,2,3,2,1,0
6,1236,2,4,50,1,1,4,3,2,3,3,3,1,2,3,1,3,1,1,0
15,2511,1,4,23,1,1,1,3,1,1,1,2,1,3,3,1,3,1,1,0
18,3378,2,1,31,1,1,4,3,2,5,3,3,1,2,3,2,3,2,1,0
48,10222,4,3,37,1,1,4,3,5,5,4,3,1,3,2,2,3,2,1,0
24,1938,4,3,32,1,1,1,3,5,1,2,1,1,2,3,2,3,1,1,1
12,1007,4,1,22,1,1,2,3,1,4,3,4,1,1,3,2,3,1,1,0
36,14318,4,2,57,1,1,2,3,1,1,5,3,1,4,3,3,4,2,1,1
24,2197,4,4,43,2,2,4,5,2,5,4,3,1,3,3,2,3,2,1,0
24,5804,4,2,27,2,1,4,5,2,4,3,3,1,1,3,2,3,1,1,0
12,6468,2,1,52,1,1,2,3,5,5,1,3,1,4,3,2,4,2,1,1
12,6468,2,1,52,1,1,2,3,5,5,1,3,1,4,3,2,4,2,1,1
12,1995,4,1,27,1,1,2,5,1,2,2,3,1,3,3,2,3,1,1,0
60,7408,4,2,24,1,1,2,3,1,2,2,2,1,2,3,2,4,1,1,1
60,7408,4,2,24,1,1,2,3,1,2,2,2,1,2,3,2,4,1,1,1
60,7408,4,2,24,1,1,2,3,1,2,2,2,1,2,3,2,4,1,1,1
60,7408,4,2,24,1,1,2,3,1,2,2,2,1,2,3,2,4,1,1,1
60,7408,4,2,24,1,1,2,3,1,2,2,2,1,2,3,2,4,1,1,1
15,3594,1,2,46,2,1,4,4,2,1,2,2,1,2,3,2,2,1,1,0
6,1449,1,2,31,2,2,2,4,10,2,5,1,1,3,1,2,3,1,1,0
54,9436,2,2,39,1,2,4,1,2,5,3,3,1,2,3,2,2,1,1,0
24,8648,2,2,27,2,1,4,4,10,1,2,3,1,3,1,2,3,2,1,1
24,8648,2,2,27,2,1,4,4,10,1,2,3,1,3,1,2,3,2,1,1
36,1842,4,4,34,1,1,1,3,1,1,2,2,1,3,3,2,3,2,1,1
36,1842,4,4,34,1,1,1,3,1,1,2,2,1,3,3,2,3,2,1,1
36,1842,4,4,34,1,1,1,3,1,1,2,2,1,3,3,2,3,2,1,1
36,3349,4,2,28,1,1,4,3,4,1,3,2,1,3,3,2,4,2,1,1
36,3349,4,2,28,1,1,4,3,4,1,3,2,1,3,3,2,4,2,1,1
36,3349,4,2,28,1,1,4,3,4,1,3,2,1,3,3,2,4,2,1,1
12,2073,4,2,28,1,1,4,3,5,2,3,2,2,1,3,2,3,1,1,0
24,1275,2,4,36,2,1,3,5,10,4,3,1,1,1,3,2,3,2,1,0
12,766,4,3,66,1,1,2,3,5,3,3,3,1,1,3,2,2,1,1,1
12,766,4,3,66,1,1,2,3,5,3,3,3,1,1,3,2,2,1,1,1
12,766,4,3,66,1,1,2,3,5,3,3,3,1,1,3,2,2,1,1,1
15,1213,4,3,47,1,1,4,3,5,3,5,3,1,2,2,2,3,2,1,0
18,3780,3,2,35,2,1,4,5,4,1,2,1,1,3,3,2,4,2,1,0
18,1345,4,3,26,1,1,1,3,5,1,3,4,1,1,1,2,3,1,1,1
18,1345,4,3,26,1,1,1,3,5,1,3,4,1,1,1,2,3,1,1,1
30,2522,1,3,39,1,2,1,3,5,1,5,3,3,2,3,2,3,1,1,0
36,3595,4,2,28,1,1,4,3,5,1,5,3,1,3,3,2,3,1,1,0
30,3496,4,2,34,1,2,2,2,4,4,3,3,1,3,2,2,3,2,1,0
15,960,3,2,30,2,1,4,4,4,4,4,2,1,2,3,2,3,1,1,0
12,1262,3,2,25,1,1,4,3,5,1,3,3,1,3,3,2,3,1,1,0
12,1264,4,4,57,1,1,4,5,10,5,5,3,1,4,3,1,2,1,1,0
48,7763,4,4,42,1,1,1,3,1,1,5,3,1,4,1,3,4,1,1,1
48,7763,4,4,42,1,1,1,3,1,1,5,3,1,4,1,3,4,1,1,1
48,7763,4,4,42,1,1,1,3,1,1,5,3,1,4,1,3,4,1,1,1
48,7763,4,4,42,1,1,1,3,1,1,5,3,1,4,1,3,4,1,1,1
6,454,3,1,22,1,1,2,3,7,1,2,4,1,2,3,2,2,1,1,0
24,1207,4,4,24,1,1,1,3,1,1,2,2,1,2,3,1,3,1,1,1
24,1207,4,4,24,1,1,1,3,1,1,2,2,1,2,3,1,3,1,1,1
24,1207,4,4,24,1,1,1,3,1,1,2,2,1,2,3,1,3,1,1,1
24,2022,4,4,37,1,1,4,5,1,1,3,2,1,3,3,2,3,2,1,0
12,1567,1,1,22,1,1,2,3,5,1,3,2,1,3,3,2,3,2,1,0
12,1262,2,4,49,1,1,1,3,4,5,5,1,1,2,3,2,2,2,1,0
12,1331,2,1,22,1,1,2,3,5,1,2,3,1,3,2,2,3,1,1,1
6,1872,4,4,36,3,1,1,5,4,1,1,3,1,4,3,3,4,2,1,0
21,3976,2,3,35,1,1,2,3,4,5,4,3,1,3,3,2,3,2,1,0
