"status","duration","history","purpose","credit","bonds","jobex","rate","sex","guarantor","residence","property","age","install","house","nocredit","job","no","ph","nri","credibility","TIN_status_A11","TIN_status_A12","TIN_status_A13","TIN_status_A14","TIN_history_A30","TIN_history_A31","TIN_history_A32","TIN_history_A33","TIN_history_A34","TIN_purpose_A40","TIN_purpose_A41","TIN_purpose_A410","TIN_purpose_A42","TIN_purpose_A43","TIN_purpose_A44","TIN_purpose_A45","TIN_purpose_A46","TIN_purpose_A48","TIN_purpose_A49","TIN_bonds_A61","TIN_bonds_A62","TIN_bonds_A63","TIN_bonds_A64","TIN_bonds_A65","TIN_jobex_A71","TIN_jobex_A72","TIN_jobex_A73","TIN_jobex_A74","TIN_jobex_A75","TIN_sex_A91","TIN_sex_A92","TIN_sex_A93","TIN_sex_A94","TIN_guarantor_A101","TIN_guarantor_A102","TIN_guarantor_A103","TIN_property_A121","TIN_property_A122","TIN_property_A123","TIN_property_A124","TIN_install_A141","TIN_install_A142","TIN_install_A143","TIN_house_A151","TIN_house_A152","TIN_house_A153","TIN_job_A171","TIN_job_A172","TIN_job_A173","TIN_job_A174","TIN_ph_A191","TIN_ph_A192","TIN_nri_A201","TIN_nri_A202","R01_credit","RIN_age_4","R01_credibility","RIN_R01_credit_4"
"A11",6,"A32","A40",1374,"A65","A71",4,"A92","A101",3,"A122",75,"A143","A152",1,"A174",1,"A192","A201",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0618465940354352,3,0,0
"A12",12,"A32","A45",639,"A61","A73",4,"A93","A101",2,"A123",30,"A143","A152",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0214042038076373,1,1,0
"A14",36,"A32","A46",1819,"A61","A73",4,"A93","A101",4,"A124",37,"A142","A153",1,"A173",1,"A192","A201",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0.0863321228128095,1,1,0
"A12",12,"A32","A40",1223,"A61","A75",1,"A91","A101",1,"A121",46,"A143","A151",2,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0535380213491801,1,1,0
"A12",48,"A32","A49",15672,"A61","A73",2,"A93","A101",2,"A123",23,"A143","A152",1,"A173",1,"A192","A201",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.848574887201497,0,1,3
"A12",9,"A31","A40",1437,"A62","A74",2,"A93","A101",3,"A124",29,"A143","A152",1,"A173",1,"A191","A201",2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0653130846263894,1,1,0
"A14",12,"A34","A46",3565,"A65","A72",2,"A93","A101",1,"A122",37,"A143","A152",2,"A172",2,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.182403433476395,1,0,1
"A11",24,"A32","A42",2359,"A62","A71",1,"A91","A101",1,"A122",33,"A143","A152",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.116044899306702,1,1,0
"A11",36,"A32","A40",9271,"A61","A74",2,"A93","A101",1,"A123",24,"A143","A152",1,"A173",1,"A192","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.496368438428524,0,1,1
"A11",6,"A34","A40",666,"A64","A74",3,"A92","A101",4,"A121",39,"A143","A152",2,"A172",1,"A192","A201",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0228898426323319,1,0,0
"A11",12,"A32","A43",701,"A61","A73",4,"A94","A101",2,"A121",40,"A143","A152",1,"A172",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0248156707384175,1,0,0
"A13",10,"A32","A40",1240,"A62","A75",1,"A92","A101",4,"A124",48,"A143","A153",1,"A172",2,"A191","A201",2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.054473423572136,2,1,0
"A14",9,"A32","A43",2697,"A61","A73",1,"A93","A101",2,"A121",32,"A143","A152",1,"A173",2,"A191","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.134642896445472,1,0,0
"A13",12,"A32","A43",1297,"A61","A73",3,"A94","A101",4,"A121",23,"A143","A151",1,"A173",1,"A191","A201",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0576097722020469,0,0,0
"A11",24,"A30","A42",4110,"A61","A75",3,"A93","A101",4,"A124",23,"A141","A151",2,"A173",2,"A191","A201",2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0.212391328271157,0,1,1
"A12",9,"A32","A43",1082,"A61","A75",4,"A93","A101",4,"A123",27,"A143","A152",2,"A172",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0457796852646638,0,0,0
"A11",14,"A32","A40",3973,"A61","A71",1,"A93","A101",4,"A124",22,"A143","A153",1,"A173",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.204853086827336,0,0,1
"A12",24,"A32","A40",3512,"A62","A74",2,"A93","A101",3,"A123",38,"A141","A152",2,"A173",1,"A192","A201",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.179487179487179,1,0,1
"A14",10,"A34","A42",2069,"A65","A73",2,"A94","A101",1,"A123",26,"A143","A152",2,"A173",1,"A191","A202",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.100088037856278,0,0,0
"A11",12,"A32","A43",1680,"A63","A75",3,"A94","A101",1,"A121",35,"A143","A152",1,"A173",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0786838340486409,1,0,0
"A14",24,"A32","A41",5433,"A65","A71",2,"A92","A101",4,"A122",26,"A143","A151",1,"A174",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0.285187630681193,0,0,1
"A14",42,"A32","A43",7166,"A65","A74",2,"A94","A101",4,"A122",29,"A143","A151",1,"A173",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.380543633762518,1,0,1
"A11",15,"A32","A40",1721,"A61","A72",2,"A93","A101",3,"A121",36,"A143","A152",1,"A173",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0809398041157698,1,0,0
"A11",24,"A32","A40",1207,"A61","A72",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0526576427863982,0,1,0
"A14",36,"A32","A40",909,"A63","A75",4,"A93","A101",4,"A122",36,"A143","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0362605920545835,1,0,0
"A12",7,"A32","A43",2576,"A61","A73",2,"A93","A103",2,"A121",35,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.127985033564433,1,0,0
"A14",18,"A34","A43",1582,"A64","A75",4,"A93","A101",4,"A123",46,"A143","A152",2,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0732915153516012,1,0,0
"A14",18,"A33","A43",2320,"A61","A71",2,"A94","A101",3,"A121",34,"A143","A152",2,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.113898976559921,1,0,0
"A14",10,"A34","A40",1231,"A61","A75",3,"A93","A101",4,"A121",32,"A143","A152",2,"A172",2,"A191","A202",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.0539782106305711,1,0,0
"A14",12,"A34","A46",2012,"A65","A74",4,"A92","A101",2,"A123",61,"A143","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0969516892263673,2,0,0
"A12",24,"A33","A49",6967,"A62","A74",4,"A93","A101",4,"A123",36,"A143","A151",1,"A174",1,"A192","A201",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0.369593925387917,1,0,1
"A11",24,"A31","A42",2828,"A63","A73",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173",1,"A192","A201",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0.141850995928249,0,0,0
"A11",21,"A32","A42",3599,"A61","A74",1,"A92","A101",4,"A123",26,"A143","A151",1,"A172",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.184274237922307,0,0,1
"A12",18,"A32","A43",3213,"A63","A72",1,"A94","A101",3,"A121",25,"A143","A151",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.163035105095191,0,0,0
"A11",36,"A34","A42",2348,"A61","A73",3,"A94","A101",2,"A122",46,"A143","A152",2,"A173",1,"A192","A201",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.115439639044789,1,0,0
"A11",12,"A30","A43",6199,"A61","A73",4,"A93","A101",2,"A122",28,"A143","A151",2,"A173",1,"A192","A201",2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.327335754374381,0,1,1
"A12",18,"A32","A40",6260,"A61","A74",3,"A93","A101",3,"A121",28,"A143","A151",1,"A172",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.330692197644987,0,0,1
"A14",18,"A32","A43",1453,"A61","A72",3,"A92","A101",1,"A121",26,"A143","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0661934631891713,0,0,0
"A14",24,"A32","A40",3757,"A61","A75",4,"A92","A102",4,"A124",62,"A143","A153",1,"A173",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.192967976229779,2,0,1
"A11",24,"A32","A40",2303,"A61","A75",4,"A93","A102",1,"A121",45,"A143","A152",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.112963574336965,1,1,0
"A14",36,"A33","A42",7678,"A63","A74",2,"A92","A101",4,"A123",40,"A143","A152",2,"A173",1,"A192","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.408715747771542,1,0,1
"A12",12,"A32","A49",841,"A62","A74",2,"A92","A101",4,"A121",23,"A143","A151",1,"A172",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.03251898316276,0,0,0
"A12",48,"A32","A40",6560,"A62","A74",3,"A93","A101",2,"A122",24,"A143","A152",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.34719929569715,0,1,1
"A14",11,"A34","A43",1154,"A62","A71",4,"A92","A101",4,"A121",57,"A143","A152",3,"A172",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0497413887971828,2,0,0
"A14",36,"A32","A43",3835,"A65","A75",2,"A92","A101",4,"A121",45,"A143","A152",1,"A172",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.197259821723341,1,0,1
"A12",48,"A33","A49",6681,"A65","A73",4,"A93","A101",4,"A124",38,"A143","A153",1,"A173",2,"A192","A201",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.353857158578189,1,0,1
"A12",24,"A32","A41",4113,"A63","A72",3,"A92","A101",4,"A123",28,"A143","A151",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.212556399251678,0,1,1
"A11",12,"A32","A40",1274,"A61","A72",3,"A92","A101",1,"A121",37,"A143","A152",1,"A172",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0563442280180478,1,1,0
"A11",18,"A34","A43",1880,"A61","A74",4,"A94","A101",1,"A122",32,"A143","A152",2,"A174",1,"A192","A201",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0896885660834159,1,0,0
"A11",24,"A32","A42",7721,"A65","A72",1,"A92","A101",2,"A122",30,"A143","A152",1,"A173",1,"A192","A202",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0.411081765159018,1,0,1
"A12",18,"A32","A43",866,"A61","A73",4,"A94","A103",2,"A121",25,"A143","A152",1,"A172",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0338945746671069,0,0,0
"A11",12,"A31","A48",339,"A61","A75",4,"A94","A101",1,"A123",45,"A141","A152",1,"A172",1,"A191","A201",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.00489710575547485,1,0,0
"A12",24,"A32","A40",1355,"A61","A72",3,"A92","A101",4,"A123",25,"A143","A152",1,"A172",1,"A192","A201",2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0608011444921316,0,1,0
"A14",12,"A32","A41",2445,"A65","A72",2,"A94","A101",4,"A123",26,"A143","A151",1,"A173",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.120776934081655,0,0,0
"A14",12,"A34","A43",930,"A65","A75",4,"A93","A101",4,"A121",65,"A143","A152",4,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0374160889182348,2,0,0
"A13",18,"A32","A40",1961,"A61","A75",3,"A92","A101",2,"A123",23,"A143","A152",1,"A174",1,"A191","A201",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0941454825574997,0,0,0
"A12",18,"A33","A45",6204,"A61","A73",2,"A93","A101",4,"A121",44,"A143","A152",1,"A172",2,"A192","A201",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.32761087267525,1,0,1
"A14",18,"A34","A43",1149,"A64","A73",4,"A93","A101",3,"A121",46,"A143","A152",2,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0494662704963134,1,0,0
"A14",12,"A34","A43",618,"A61","A75",4,"A93","A101",4,"A121",56,"A143","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0202487069439859,2,0,0
"A11",24,"A32","A40",1442,"A61","A74",4,"A92","A101",4,"A123",23,"A143","A151",2,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0655882029272587,0,1,0
"A11",18,"A32","A42",2039,"A61","A73",1,"A92","A101",4,"A121",20,"A141","A151",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0.098437328051062,0,1,0
"A12",9,"A32","A43",1206,"A61","A75",4,"A92","A101",4,"A121",25,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0526026191262243,0,0,0
"A14",10,"A32","A40",1597,"A63","A73",3,"A93","A101",2,"A124",40,"A143","A151",1,"A172",2,"A191","A202",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0.0741168702542093,1,0,0
"A11",8,"A34","A40",731,"A61","A75",4,"A93","A101",4,"A121",47,"A143","A152",2,"A172",1,"A191","A201",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0264663805436338,2,0,0
"A14",18,"A34","A41",3229,"A65","A71",2,"A93","A101",4,"A124",38,"A143","A152",1,"A174",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.163915483657973,1,0,0
"A11",12,"A34","A40",2121,"A61","A73",4,"A93","A101",2,"A122",30,"A143","A152",2,"A173",1,"A191","A201",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.10294926818532,1,0,0
"A12",9,"A32","A42",959,"A61","A73",1,"A92","A101",2,"A123",29,"A143","A152",1,"A173",1,"A191","A202",2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.0390117750632772,1,1,0
"A12",12,"A34","A42",3617,"A61","A75",1,"A93","A101",4,"A123",28,"A143","A151",3,"A173",1,"A192","A201",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.185264663805436,0,0,1
"A14",30,"A33","A49",4272,"A62","A73",2,"A93","A101",2,"A122",26,"A143","A152",2,"A172",1,"A191","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.221305161219324,0,0,1
"A11",36,"A32","A41",8229,"A61","A73",2,"A93","A101",2,"A122",26,"A143","A152",1,"A173",2,"A191","A201",2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.439033784527347,0,1,1
"A11",30,"A34","A41",10623,"A61","A75",3,"A93","A101",4,"A124",38,"A143","A153",3,"A174",2,"A192","A201",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0.570760426983603,1,0,2
